Player,From,To,Tm,Lg,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
Moses Malone,,,PHI,NBA,8.9,74,74,2706,571,1246,571,1245,0,1,617,784,339,533,872,90,67,71,261,194,1759,.458,.459,.000,.458,.787,.553
Isiah Thomas,,,DET,NBA,8.8,77,77,2790,609,1248,583,1164,26,84,365,462,83,194,277,830,171,20,289,245,1609,.488,.501,.310,.498,.790,.554
Alvin Robertson,,,SAS,NBA,8.6,82,82,2878,562,1093,554,1064,8,29,260,327,184,332,516,448,301,40,256,296,1392,.514,.521,.276,.518,.795,.563
Larry Nance,,,PHO,NBA,8.4,73,69,2484,582,1001,582,993,0,8,310,444,169,449,618,240,70,130,210,247,1474,.581,.586,.000,.581,.698,.616
Ricky Pierce,,,MIL,NBA,8.3,81,8,2147,429,798,426,775,3,23,266,310,94,137,231,177,83,6,107,252,1127,.538,.550,.130,.539,.858,.603
Jack Sikma,,,SEA,NBA,7.8,80,78,2790,508,1100,508,1087,0,13,355,411,146,602,748,301,92,73,214,293,1371,.462,.467,.000,.462,.864,.535
Sleepy Floyd,,,GSW,NBA,7.5,82,82,2764,510,1007,471,888,39,119,351,441,76,221,297,746,157,16,290,199,1410,.506,.530,.328,.526,.796,.587
Kelly Tripucka,,,DET,NBA,7.5,81,81,2626,615,1236,603,1211,12,25,380,444,116,232,348,265,93,10,183,167,1622,.498,.498,.480,.502,.856,.567
Terry Cummings,,,MIL,NBA,7.4,82,82,2669,681,1438,681,1436,0,2,265,404,222,472,694,193,121,51,191,283,1627,.474,.474,.000,.474,.656,.503
Roy Hinson,,,CLE,NBA,7.4,82,82,2834,621,1167,621,1163,0,4,364,506,167,472,639,102,62,112,188,316,1606,.532,.534,.000,.532,.719,.578
Sam Perkins,,,DAL,NBA,7.3,80,79,2626,458,910,447,877,11,33,307,377,195,490,685,153,75,94,145,212,1234,.503,.510,.333,.509,.814,.573
Artis Gilmore,,,SAS,NBA,7.1,71,71,2395,423,684,423,683,0,1,338,482,166,434,600,102,39,108,186,239,1184,.618,.619,.000,.618,.701,.661
Rolando Blackman,,,DAL,NBA,7.0,82,81,2787,677,1318,673,1289,4,29,404,483,88,203,291,271,79,25,189,138,1762,.514,.522,.138,.515,.836,.576
Vern Fleming,,,IND,NBA,6.9,80,77,2870,436,862,435,856,1,6,263,353,102,284,386,505,131,5,208,230,1136,.506,.508,.167,.506,.745,.558
Danny Ainge,,,BOS,NBA,6.8,80,78,2407,353,701,327,628,26,73,123,136,47,188,235,405,94,7,129,204,855,.504,.521,.356,.522,.904,.562
Buck Williams,,,NJN,NBA,6.8,82,82,3070,500,956,500,954,0,2,301,445,329,657,986,131,73,96,244,294,1301,.523,.524,.000,.523,.676,.565
Clyde Drexler,,,POR,NBA,6.7,75,58,2576,542,1142,530,1082,12,60,293,381,171,250,421,600,197,46,282,270,1389,.475,.490,.200,.480,.769,.530
Dennis Johnson,,,BOS,NBA,6.7,78,78,2732,482,1060,476,1018,6,42,243,297,69,199,268,456,110,35,173,206,1213,.455,.468,.143,.458,.818,.509
Reggie Theus,,,SAC,NBA,6.4,82,82,2919,546,1137,540,1102,6,35,405,490,73,231,304,788,112,20,327,231,1503,.480,.490,.171,.483,.827,.556
Lewis Lloyd,,,HOU,NBA,6.3,82,82,2444,592,1119,589,1104,3,15,199,236,155,169,324,300,102,24,194,216,1386,.529,.534,.200,.530,.843,.567
Rodney McCray,,,HOU,NBA,6.3,82,82,2610,338,629,338,626,0,3,171,222,159,361,520,292,50,58,130,197,847,.537,.540,.000,.537,.770,.583
Brad Davis,,,DAL,NBA,6.2,82,43,1971,267,502,235,413,32,89,198,228,26,120,146,467,57,15,110,174,764,.532,.569,.360,.564,.868,.634
Derek Harper,,,DAL,NBA,6.2,79,39,2150,390,730,378,679,12,51,171,229,75,151,226,416,153,23,144,166,963,.534,.557,.235,.542,.747,.580
Gerald Henderson,,,SEA,NBA,6.2,82,82,2568,434,900,416,848,18,52,185,223,89,98,187,487,138,11,184,230,1071,.482,.491,.346,.492,.830,.537
Herb Williams,,,IND,NBA,6.2,78,74,2770,627,1275,626,1263,1,12,294,403,172,538,710,174,50,184,210,244,1549,.492,.496,.083,.492,.730,.533
World B. Free,,,CLE,NBA,6.1,75,75,2535,652,1433,581,1264,71,169,379,486,72,146,218,314,91,19,172,186,1754,.455,.460,.420,.480,.780,.533
Jeff Malone,,,WSB,NBA,6.1,80,80,2992,735,1522,732,1505,3,17,322,371,66,222,288,191,70,12,168,180,1795,.483,.486,.176,.484,.868,.533
Calvin Natt,,,DEN,NBA,6.1,69,62,2007,469,930,467,924,2,6,278,347,125,311,436,164,58,13,130,143,1218,.504,.505,.333,.505,.801,.562
Melvin Turpin,,,CLE,NBA,6.0,80,69,2292,456,838,456,834,0,4,185,228,182,374,556,55,65,106,134,260,1097,.544,.547,.000,.544,.811,.585
Julius Erving,,,PHI,NBA,5.9,74,74,2474,521,1085,512,1053,9,32,289,368,169,201,370,248,113,82,214,196,1340,.480,.486,.281,.484,.785,.537
Marques Johnson,,,LAC,NBA,5.9,75,75,2605,613,1201,612,1186,1,15,298,392,156,260,416,283,107,50,183,214,1525,.510,.516,.067,.511,.760,.555
Steve Stipanovich,,,IND,NBA,5.9,79,65,2397,416,885,414,875,2,10,242,315,173,450,623,206,75,69,146,261,1076,.470,.473,.200,.471,.768,.526
John Stockton,,,UTA,NBA,5.9,82,38,1935,228,466,226,451,2,15,172,205,33,146,179,610,157,10,168,227,630,.489,.501,.133,.491,.839,.566
Randy Wittman,,,ATL,NBA,5.9,81,79,2760,467,881,462,865,5,16,104,135,51,119,170,306,81,14,114,118,1043,.530,.534,.313,.533,.770,.555
Michael Cooper,,,LAL,NBA,5.8,82,15,2269,274,606,211,443,63,163,147,170,44,200,244,466,89,43,151,238,758,.452,.476,.387,.504,.865,.557
James Donaldson,,,TOT,NBA,5.7,83,78,2682,256,459,256,459,0,0,204,254,171,624,795,96,28,139,123,189,716,.558,.558,,.558,.803,.627
John Lucas,,,HOU,NBA,5.7,65,65,2120,365,818,320,672,45,146,231,298,33,110,143,571,77,5,149,124,1006,.446,.476,.308,.474,.775,.530
Purvis Short,,,GSW,NBA,5.7,64,63,2427,633,1313,618,1264,15,49,351,406,126,203,329,237,92,22,184,229,1632,.482,.489,.306,.488,.865,.547
Cliff Robinson,,,WSB,NBA,5.6,78,78,2563,595,1255,594,1251,1,4,269,353,180,500,680,186,98,44,206,217,1460,.474,.475,.250,.475,.762,.518
LaSalle Thompson,,,SAC,NBA,5.6,80,64,2377,411,794,411,793,0,1,202,276,252,518,770,168,71,109,184,295,1024,.518,.518,.000,.518,.732,.559
Orlando Woolridge,,,CHI,NBA,5.6,70,59,2248,540,1090,536,1067,4,23,364,462,150,200,350,213,49,47,174,186,1448,.495,.502,.174,.497,.788,.560
Cliff Levingston,,,ATL,NBA,5.5,81,35,1945,294,551,294,550,0,1,164,242,193,341,534,72,76,39,113,260,752,.534,.535,.000,.534,.678,.572
Alton Lister,,,MIL,NBA,5.5,81,19,1812,318,577,318,575,0,2,160,266,199,393,592,101,49,142,161,300,796,.551,.553,.000,.551,.602,.573
Cedric Maxwell,,,LAC,NBA,5.4,76,72,2458,314,661,314,658,0,3,447,562,241,383,624,215,61,29,206,252,1075,.475,.477,.000,.475,.795,.592
Craig Hodges,,,MIL,NBA,5.3,66,66,1739,284,568,211,406,73,162,75,86,39,78,117,229,74,2,89,157,716,.500,.520,.451,.564,.872,.591
Rickey Green,,,UTA,NBA,5.2,80,44,2012,357,758,352,729,5,29,213,250,32,103,135,411,106,6,132,130,932,.471,.483,.172,.474,.852,.537
Byron Scott,,,LAL,NBA,5.2,76,62,2190,507,989,485,928,22,61,138,176,55,134,189,164,85,15,110,167,1174,.513,.523,.361,.524,.784,.550
Wayne Cooper,,,DEN,NBA,5.1,78,78,2112,422,906,419,899,3,7,174,219,190,420,610,81,42,227,117,315,1021,.466,.466,.429,.467,.795,.509
Xavier McDaniel,,,SEA,NBA,5.1,82,80,2706,576,1176,574,1166,2,10,250,364,307,348,655,193,101,37,248,305,1404,.490,.492,.200,.491,.687,.525
Dan Roundfield,,,WSB,NBA,5.1,79,21,2321,322,660,322,654,0,6,273,362,210,432,642,167,36,51,187,194,917,.488,.492,.000,.488,.754,.560
Ralph Sampson,,,HOU,NBA,5.0,79,76,2864,624,1280,622,1265,2,15,241,376,258,621,879,283,99,129,285,308,1491,.488,.492,.133,.488,.641,.516
Bill Walton,,,BOS,NBA,5.0,80,2,1546,231,411,231,411,0,0,144,202,136,408,544,165,38,106,151,210,606,.562,.562,,.562,.713,.606
T.R. Dunn,,,DEN,NBA,4.9,82,82,2401,172,379,172,378,0,1,68,88,143,234,377,171,155,16,51,228,412,.454,.455,.000,.454,.773,.493
Steve Johnson,,,SAS,NBA,4.9,71,55,1828,362,573,362,573,0,0,259,373,143,319,462,95,44,66,191,291,983,.632,.632,,.632,.694,.667
Tom Chambers,,,SEA,NBA,4.8,66,26,2019,432,928,419,880,13,48,346,414,126,305,431,132,55,37,194,248,1223,.466,.476,.271,.473,.836,.551
Jay Humphries,,,PHO,NBA,4.8,82,82,2733,352,735,348,706,4,29,197,257,56,204,260,526,132,9,190,222,905,.479,.493,.138,.482,.767,.534
Jim Paxson,,,POR,NBA,4.8,75,31,1931,372,792,352,730,20,62,217,244,42,106,148,278,94,5,112,156,981,.470,.482,.323,.482,.889,.545
Danny Young,,,SEA,NBA,4.8,82,29,1901,227,449,203,375,24,74,90,106,29,91,120,303,110,9,92,113,568,.506,.541,.324,.532,.849,.573
Mark Aguirre,,,DAL,NBA,4.7,74,73,2501,668,1327,652,1271,16,56,318,451,177,268,445,339,62,14,252,229,1670,.503,.513,.286,.509,.705,.547
Bill Hanzlik,,,DEN,NBA,4.7,79,0,1982,331,741,323,700,8,41,318,405,88,176,264,316,107,16,165,277,988,.447,.461,.195,.452,.785,.537
Vinnie Johnson,,,DET,NBA,4.7,79,12,1978,465,996,463,983,2,13,165,214,119,107,226,269,80,23,88,180,1097,.467,.471,.154,.468,.771,.503
Kevin Willis,,,ATL,NBA,4.7,82,59,2300,419,811,419,805,0,6,172,263,243,461,704,45,66,44,177,294,1010,.517,.520,.000,.517,.654,.545
Tim McCormick,,,SEA,NBA,4.6,77,42,1705,253,444,252,442,1,2,174,244,140,263,403,83,19,28,110,219,681,.570,.570,.500,.571,.713,.618
Danny Schayes,,,DEN,NBA,4.6,80,13,1654,221,440,221,439,0,1,216,278,154,285,439,79,42,63,105,298,658,.502,.503,.000,.502,.777,.585
Randy Breuer,,,MIL,NBA,4.5,82,63,1792,272,570,272,569,0,1,141,198,159,299,458,114,50,116,122,214,685,.477,.478,.000,.477,.712,.521
Fat Lever,,,DEN,NBA,4.5,78,77,2616,468,1061,456,1023,12,38,132,182,136,284,420,584,178,15,210,204,1080,.441,.446,.316,.447,.725,.473
Darryl Dawkins,,,NJN,NBA,4.4,51,3,1207,284,441,284,440,0,1,210,297,85,166,251,77,16,59,124,227,778,.644,.645,.000,.644,.707,.680
Mike Mitchell,,,SAS,NBA,4.4,82,82,2970,802,1697,802,1685,0,12,317,392,134,275,409,188,56,25,184,175,1921,.473,.476,.000,.473,.809,.514
Robert Reid,,,HOU,NBA,4.4,82,5,2157,409,881,403,848,6,33,162,214,67,234,301,222,91,16,96,231,986,.464,.475,.182,.468,.757,.506
Gene Banks,,,CHI,NBA,4.3,82,33,2139,356,688,356,669,0,19,183,255,178,182,360,251,81,10,139,212,895,.517,.532,.000,.517,.718,.559
Kurt Rambis,,,LAL,NBA,4.3,74,74,1573,160,269,160,269,0,0,88,122,156,361,517,69,66,33,97,198,408,.595,.595,,.595,.721,.632
Larry Smith,,,GSW,NBA,4.3,77,74,2441,314,586,314,585,0,1,112,227,384,472,856,95,62,50,135,286,740,.536,.537,.000,.536,.493,.539
Walter Davis,,,PHO,NBA,4.2,70,62,2239,624,1287,606,1211,18,76,257,305,54,149,203,361,99,3,219,153,1523,.485,.500,.237,.492,.843,.536
Doc Rivers,,,ATL,NBA,4.2,53,50,1571,220,464,220,448,0,16,172,283,49,113,162,443,120,13,141,185,612,.474,.491,.000,.474,.608,.520
Jerry Sichting,,,BOS,NBA,4.2,82,7,1596,235,412,229,396,6,16,61,66,27,77,104,188,50,0,73,118,537,.570,.578,.375,.578,.924,.609
Thurl Bailey,,,UTA,NBA,4.0,82,13,2358,483,1077,483,1070,0,7,230,277,148,345,493,153,42,114,144,160,1196,.448,.451,.000,.448,.830,.499
Benoit Benjamin,,,LAC,NBA,4.0,79,37,2088,324,661,323,658,1,3,229,307,161,439,600,79,64,206,145,286,878,.490,.491,.333,.491,.746,.551
Mark Eaton,,,UTA,NBA,4.0,80,80,2551,277,589,277,589,0,0,122,202,172,503,675,101,33,369,157,282,676,.470,.470,,.470,.604,.499
Eddie Johnson,,,SAC,NBA,4.0,82,30,2514,623,1311,619,1291,4,20,280,343,173,246,419,214,54,17,191,237,1530,.475,.479,.200,.477,.816,.523
Maurice Lucas,,,LAL,NBA,4.0,77,8,1750,302,653,301,651,1,2,180,230,164,402,566,84,45,24,121,253,785,.462,.462,.500,.463,.783,.520
Trent Tucker,,,NYK,NBA,4.0,77,23,1788,349,740,308,649,41,91,79,100,70,99,169,192,65,8,70,167,818,.472,.475,.451,.499,.790,.522
Mike Woodson,,,SAC,NBA,4.0,81,51,2417,510,1073,508,1060,2,13,242,289,94,132,226,197,92,37,145,215,1264,.475,.479,.154,.476,.837,.527
Alvan Adams,,,PHO,NBA,3.9,78,45,2005,341,679,341,677,0,2,159,203,148,329,477,324,103,46,206,272,841,.502,.504,.000,.502,.783,.547
