Player,Tm,W/L%,WS,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%
Win Wilfong,STL,.569,2.1,71,,1360,196,543,196,543,,,163,238,,,290,163,,,,199,555,.361,.361,,.685
Togo Palazzi,SYR,.569,2.0,67,,1001,228,579,228,579,,,123,171,,,243,42,,,,125,579,.394,.394,,.719
Arnie Risen,BOS,.681,1.8,63,,1119,134,397,134,397,,,114,167,,,360,50,,,,195,382,.338,.338,,.683
Med Park,STL,.569,1.6,71,,1103,133,363,133,363,,,118,162,,,184,76,,,,106,384,.366,.366,,.728
Phil Jordon,TOT,,1.5,58,,898,193,467,193,467,,,64,93,,,301,37,,,,108,450,.413,.413,,.688
Andy Phillip,BOS,.681,1.5,70,,1164,97,273,97,273,,,42,71,,,158,121,,,,121,236,.355,.355,,.592
Richie Regan,CIN,.458,1.5,72,,1648,202,569,202,569,,,120,172,,,175,185,,,,174,524,.355,.355,,.698
George Dempsey,PHW,.514,1.4,67,,1048,112,311,112,311,,,70,105,,,214,128,,,,113,294,.360,.360,,.667
Slater Martin,STL,.569,1.4,60,,2098,258,768,258,768,,,206,276,,,228,218,,,,187,722,.336,.336,,.746
Dave Piontek,CIN,.458,1.4,71,,1032,150,397,150,397,,,95,151,,,254,52,,,,134,395,.378,.378,,.629
Art Spoelstra,TOT,,1.4,67,,1305,161,419,161,419,,,127,187,,,332,57,,,,225,449,.384,.384,,.679
Lou Tsioropoulos,BOS,.681,1.4,70,,1819,198,624,198,624,,,142,207,,,434,112,,,,242,538,.317,.317,,.686
Jim Krebs,MNL,.264,1.3,68,,1259,199,527,199,527,,,135,176,,,502,27,,,,182,533,.378,.378,,.767
Guy Sparrow,NYK,.486,1.2,72,,1661,318,838,318,838,,,165,257,,,461,69,,,,232,801,.379,.379,,.642
Charlie Tyra,NYK,.486,1.1,68,,1182,175,490,175,490,,,150,224,,,480,34,,,,175,500,.357,.357,,.670
Jack Nichols,BOS,.681,1.0,69,,1224,170,484,170,484,,,59,80,,,302,63,,,,123,399,.351,.351,,.738
Joe Graboski,PHW,.514,0.9,72,,2077,341,1017,341,1017,,,227,303,,,570,125,,,,249,909,.335,.335,,.749
Bob Harrison,SYR,.569,0.9,72,,1799,210,604,210,604,,,97,122,,,166,169,,,,200,517,.348,.348,,.795
Al Bianchi,SYR,.569,0.8,69,,1421,215,625,215,625,,,140,205,,,221,114,,,,188,570,.344,.344,,.683
Corky Devlin,MNL,.264,0.8,70,,1248,170,489,170,489,,,133,172,,,132,167,,,,104,473,.348,.348,,.773
Ed Fleming,MNL,.264,0.8,72,,1686,226,655,226,655,,,181,255,,,492,139,,,,222,633,.345,.345,,.710
Earl Lloyd,SYR,.569,0.7,61,,1045,119,359,119,359,,,79,106,,,287,60,,,,179,317,.331,.331,,.745
Monk Meineke,CIN,.458,0.7,67,,792,125,351,125,351,,,77,119,,,226,38,,,,155,327,.356,.356,,.647
Walt Davis,TOT,,0.6,61,,663,85,244,85,244,,,61,82,,,174,29,,,,143,231,.348,.348,,.744
Nat Clifton,DET,.458,0.5,68,,1435,217,597,217,597,,,91,146,,,403,76,,,,202,525,.363,.363,,.623
Billy Kenville,DET,.458,0.5,35,,649,106,280,106,280,,,46,75,,,102,66,,,,68,258,.379,.379,,.613
Paul Seymour,SYR,.569,0.5,64,,763,107,315,107,315,,,53,63,,,107,93,,,,88,267,.340,.340,,.841
Slick Leonard,MNL,.264,0.4,66,,2074,266,794,266,794,,,205,268,,,237,218,,,,145,737,.335,.335,,.765
Joe Holup,TOT,,0.3,53,,740,91,278,91,278,,,71,94,,,221,36,,,,99,253,.327,.327,,.755
Mel Hutchins,NYK,.486,0.3,18,,384,51,131,51,131,,,24,43,,,86,34,,,,31,126,.389,.389,,.558
Woody Sauldsberry,PHW,.514,0.3,71,,2377,389,1082,389,1082,,,134,218,,,729,58,,,,245,912,.360,.360,,.615
Dick Atha,DET,.458,0.2,18,,160,17,47,17,47,,,10,12,,,24,19,,,,24,44,.362,.362,,.833
Dick Duckett,CIN,.458,0.2,34,,424,54,158,54,158,,,24,27,,,56,47,,,,60,132,.342,.342,,.889
Bob Houbregs,DET,.458,0.2,17,,302,49,137,49,137,,,30,43,,,65,19,,,,36,128,.358,.358,,.698
Tom Marshall,TOT,,0.2,38,,518,52,166,52,166,,,48,63,,,101,19,,,,43,152,.313,.313,,.762
Dick Ricketts,CIN,.458,0.1,72,,1620,215,664,215,664,,,132,196,,,410,114,,,,277,562,.324,.324,,.673
Doug Bolstorff,DET,.458,0.0,3,,21,2,5,2,5,,,0,0,,,0,0,,,,1,4,.400,.400,,
George Brown,MNL,.264,0.0,1,,6,0,2,0,2,,,1,2,,,1,0,,,,1,1,.000,.000,,.500
Jim Loscutoff,BOS,.681,0.0,5,,56,11,31,11,31,,,1,3,,,20,1,,,,8,23,.355,.355,,.333
Red Morrison,STL,.569,0.0,13,,79,9,26,9,26,,,3,4,,,26,0,,,,12,21,.346,.346,,.750
Worthy Patterson,STL,.569,0.0,4,,13,3,8,3,8,,,1,2,,,2,2,,,,3,7,.375,.375,,.500
Jerry Paulson,CIN,.458,0.0,6,,68,8,23,8,23,,,4,6,,,10,4,,,,5,20,.348,.348,,.667
Ron Shavlik,NYK,.486,0.0,1,,2,0,1,0,1,,,0,0,,,1,0,,,,0,0,.000,.000,,
Pat Dunn,PHW,.514,-0.1,28,,206,28,90,28,90,,,14,17,,,31,28,,,,20,70,.311,.311,,.824
Bo Erias,MNL,.264,-0.1,18,,401,59,170,59,170,,,30,47,,,83,26,,,,52,148,.347,.347,,.638
Ray Radziszewski,PHW,.514,-0.1,1,,6,0,3,0,3,,,0,0,,,2,1,,,,1,0,.000,.000,,
Lennie Rosenbluth,PHW,.514,-0.1,53,,373,91,265,91,265,,,53,84,,,91,23,,,,39,235,.343,.343,,.631
Bill Ebben,DET,.458,-0.2,8,,50,6,28,6,28,,,3,4,,,8,4,,,,5,15,.214,.214,,.750
Jim Walsh,PHW,.514,-0.2,10,,72,5,27,5,27,,,10,17,,,15,8,,,,9,20,.185,.185,,.588
Bob Burrow,MNL,.264,-0.4,14,,171,22,70,22,70,,,11,33,,,64,6,,,,15,55,.314,.314,,.333
Larry Friend,NYK,.486,-0.4,44,,569,74,226,74,226,,,27,41,,,106,47,,,,54,175,.327,.327,,.659
Brendan McCann,NYK,.486,-0.4,36,,295,22,100,22,100,,,25,37,,,45,54,,,,34,69,.220,.220,,.676
Frank Selvy,TOT,,-0.6,38,,426,44,167,44,167,,,47,77,,,88,35,,,,44,135,.263,.263,,.610
McCoy Ingram,MNL,.264,-0.7,24,,267,27,103,27,103,,,13,28,,,116,20,,,,44,67,.262,.262,,.464
Jack McMahon,STL,.569,-0.7,72,,2239,216,719,216,719,,,134,221,,,195,333,,,,184,566,.300,.300,,.606
Bill Thieben,DET,.458,-0.7,27,,243,42,143,42,143,,,16,27,,,65,7,,,,44,100,.294,.294,,.593
Chuck Noble,DET,.458,-0.9,61,,1363,199,601,199,601,,,56,77,,,140,153,,,,166,454,.331,.331,,.727
Hot Rod Hundley,MNL,.264,-1.2,65,,1154,174,548,174,548,,,104,162,,,186,121,,,,99,452,.318,.318,,.642
